"統計年月","縣市","行政區域","戶數","總人數","女性","男性","少年人口","青年人口","壯年人口","老年人口","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例"
10407,"高雄市","鼓山區雄峰里",993,2285,1170,1115,329,655,970,331,0.512,0.488,0.144,0.2867,0.4245,0.1449
10407,"高雄市","鼓山區延平里",360,924,451,473,150,269,352,153,0.4881,0.5119,0.1623,0.2911,0.381,0.1656
10407,"高雄市","鼓山區裕豐里",1194,2916,1486,1430,402,875,1239,400,0.5096,0.4904,0.1379,0.3001,0.4249,0.1372
10407,"高雄市","鼓山區裕興里",1508,3675,1834,1841,593,1179,1455,448,0.499,0.501,0.1614,0.3208,0.3959,0.1219
10407,"高雄市","鼓山區正德里",900,2367,1190,1177,457,710,917,283,0.5027,0.4973,0.1931,0.3,0.3874,0.1196
10407,"高雄市","鼓山區忠正里",1717,4423,2255,2168,763,1248,1783,629,0.5098,0.4902,0.1725,0.2822,0.4031,0.1422
10407,"高雄市","鼓山區自強里",338,821,409,412,79,166,340,236,0.4982,0.5018,0.0962,0.2022,0.4141,0.2875
10407,"高雄市","湖內區大湖里",1500,4164,2046,2118,806,1410,1505,443,0.4914,0.5086,0.1936,0.3386,0.3614,0.1064
10407,"高雄市","湖內區公舘里",892,2581,1262,1319,575,820,924,262,0.489,0.511,0.2228,0.3177,0.358,0.1015
10407,"高雄市","湖內區海埔里",685,2133,1052,1081,355,662,816,300,0.4932,0.5068,0.1664,0.3104,0.3826,0.1406
10407,"高雄市","湖內區海山里",440,1289,612,677,191,344,504,250,0.4748,0.5252,0.1482,0.2669,0.391,0.1939
10407,"高雄市","湖內區湖東里",1194,2959,1511,1448,536,1025,1134,264,0.5106,0.4894,0.1811,0.3464,0.3832,0.0892
